ID_EQ_ESP;NOME;NOME_POPULAR;TIPO;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;NOME_BAIRRO_POPULAR;REF_LOGRADOURO;GEOMETRIA;GESTOR_EQUIP_ESPORT
1846;PARQUE DAS MANGABEIRAS (QPol3);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614387.97 7793608.40);
1847;PARQUE DAS MANGABEIRAS (QPol4);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614411.11 7793587.20);
1848;PARQUE DAS MANGABEIRAS (QPol5);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614372.74 7793591.63);
1849;PARQUE DAS MANGABEIRAS (QPol6);;QUADRA POLIESPORTIVA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614395.11 7793571.39);
1850;PARQUE DAS MANGABEIRAS (QP1);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614365.59 7793569.59);
1851;PARQUE DAS MANGABEIRAS (QP2);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614371.59 7793564.02);
1852;PARQUE DAS MANGABEIRAS (QP3);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614380.41 7793555.97);
1853;PARQUE DAS MANGABEIRAS (QP4);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614386.24 7793550.65);
1855;PARQUE DAS MANGABEIRAS (QP6);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614375.01 7793543.97);
1856;PARQUE DAS MANGABEIRAS (QP7);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614348.28 7793550.40);
1857;PARQUE DAS MANGABEIRAS (QP8);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614354.02 7793545.26);
1858;PARQUE DAS MANGABEIRAS (QP9);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614363.36 7793537.03);
1859;PARQUE DAS MANGABEIRAS (QP10);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614369.36 7793531.72);
1860;PARQUE DAS MANGABEIRAS (QT1);;QUADRA DE TÊNIS;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614333.54 7793522.46);
1861;PARQUE DAS MANGABEIRAS (QT2);;QUADRA DE TÊNIS;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614349.31 7793507.21);
1756;ACADEMIA DO PARQUE DAS MANGABEIRAS;;ACADEMIA A CÉU ABERTO;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614443.27 7793632.85);
1854;PARQUE DAS MANGABEIRAS (QP5);;QUADRA DE PETECA;AVENIDA;JOSE DE PATROCINIO PONTES;580.0;;MANGABEIRAS; ;POINT (614359.93 7793557.25);
2769;CRAS NOVO OURO PRETO;;QUADRA DE FUTSAL;RUA;GERALDINA CANDIDA DE JESUS;90.0;;OURO PRETO; ;POINT (605901.29 7801860.06);
1366;ACADEMIA DO PARQUE URSULINA DE ANDRADE MELLO;;ACADEMIA A CÉU ABERTO;RUA;DOUTOR SYLVIO MENICUCCI;640.0;;CASTELO; ;POINT (604755.90 7800627.03);
1978;JARDIM ALVORADA (QPolCoberta);FLOR D'ÁGUA;QUADRA POLIESPORTIVA;RUA;PASCHOAL COSTA;200.0;;JARDIM ALVORADA; ;POINT (605599.41 7800133.86);
1979;JARDIM ALVORADA (QF);FLOR D'ÁGUA;QUADRA DE FUTSAL;RUA;PASCHOAL COSTA;200.0;;JARDIM ALVORADA; ;POINT (605604.37 7800100.38);
1693;ACADEMIA DO PARQUE CARLOS DE FARIA TAVARES;;ACADEMIA A CÉU ABERTO;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601780.17 7788127.49);
1838;PARQUE CARLOS DE FARIA TAVARES (PS);PARQUE ECOLÓGICO VILA PINHO;PISTA DE SKATE;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601694.06 7788053.78);
1839;PARQUE CARLOS DE FARIA TAVARES (CF);PARQUE ECOLÓGICO VILA PINHO;CAMPO DE FUTEBOL;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601623.63 7788043.08);
2661;PARQUE CARLOS DE FARIA TAVARES (QRec1);;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601755.96 7788098.29);
2662;PARQUE CARLOS DE FARIA TAVARES (QRec2);;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601739.66 7788103.18);
2663;PARQUE CARLOS DE FARIA TAVARES (QRec3);;QUADRA RECREATIVA;AVENIDA;PERIMETRAL;800.0;;DISTRITO INDUSTRIAL DO JATOBÁ; ;POINT (601739.66 7788093.00);
2853;PRAÇA FABRICIO SOARES DA SILVA;;QUADRA RECREATIVA;RUA;CORONEL JOSE SOARES;57.0;;GLÓRIA; ;POINT (609633.42 7810830.56);
1335;SANTA TEREZA;;CAMPO DE FUTEBOL;RUA;CONSELHEIRO ROCHA;1380.0;;SANTA TEREZA; ;POINT (612937.13 7797130.84);
1294;VINTE E DOIS DE JULHO;ZILAH SPÓSITO, MARIQUINHAS;CAMPO DE FUTEBOL;RUA;SERRA DOURADA;185.0;;MARIQUINHAS; ;POINT (611065.36 7808655.69);
1932;PALMEIRENSE FUTEBOL CLUBE (QF);;QUADRA DE FUTSAL;AVENIDA;AMINTAS JACQUES DE MORAES;2500.0;;CALIFÓRNIA; ;POINT (603068.17 7798106.51);
1306;REMO;PRAÇA DE ESPORTES JOÃO LEITE DA SILVA NETO;CAMPO DE FUTEBOL;AVENIDA;AMINTAS JACQUES DE MORAES;2500.0;;CALIFÓRNIA; ;POINT (602990.30 7797947.32);
1307;ACARAÍ;;CAMPO DE FUTEBOL;AVENIDA;AMINTAS JACQUES DE MORAES;2500.0;;CALIFÓRNIA; ;POINT (603202.60 7798172.00);
1661;ACADEMIA DO PARQUE DA VILA PANTANAL;;ACADEMIA A CÉU ABERTO;RUA;GERALDO VASCONCELLOS;1003.0;;ESTORIL; ;POINT (608673.70 7792944.32);
1234;PARQUE DA VILA PANTANAL;;CAMPO DE FUTEBOL SOCIETY;RUA;GERALDO VASCONCELLOS;1003.0;;ESTORIL; ;POINT (608648.35 7792952.7);
1219;PRAÇA NELSON SANTANA DE JESUS;;PISTA DE SKATE;PRACA;NELSON SANT'ANA DE JESUS;75.0;;SANTA ROSA; ;POINT (610536.64 7802895.12);
2287;PRAÇA NELSON SANTANA DE JESUS;;QUADRA RECREATIVA;PRACA;NELSON SANT'ANA DE JESUS;75.0;;SANTA ROSA; ;POINT (610586.41 7802919.65);
2422;CAC BARREIRO (CF);;CAMPO DE FUTEBOL;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603075.48 7790508.91);
2423;CAC BARREIRO (QPol);;QUADRA POLIESPORTIVA;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603117.98 7790498.05);
2424;CAC BARREIRO (QRec);;QUADRA RECREATIVA;RUA;PINHEIRO CHAGAS;252.0;;BARREIRO; ;POINT (603137.38 7790496.94);
1292;NÁPOLI;;CAMPO DE FUTEBOL;RUA;OITO;30.0;;NOVO TUPI; ;POINT (613937.19 7805746.25);
1264;ESTÁDIO TADEU SANTANA DE JESUS;RACING, PARQUE ECOLÓGICO UNIVERSTÁRIO;CAMPO DE FUTEBOL;RUA;ARISTOTELES RIBEIRO VASCONCELOS;87.0;A;SANTA ROSA; ;POINT (610608.71 7803019.61);
1924;FREI LUIZ (CFS);;CAMPO DE FUTEBOL SOCIETY;AVENIDA;AMERICO VESPUCIO;2040.0;;CAIÇARAS; ;POINT (608535.69 7799268.73);
1925;FREI LUIZ (G);;GINÁSIO;AVENIDA;AMERICO VESPUCIO;2040.0;;CAIÇARAS; ;POINT (608495.96 7799228.75);
1245;RUA FREI LUIZ PEIXOTO;;QUADRA DE FUTSAL;RUA;ANTONIO PEREIRA MOTA;3.0;;VALE DO JATOBÁ; ;POINT (600561.45 7787155.67);
1813;PRAÇA AMADEO LORENZATO (Quadra de Tênis);;QUADRA DE TÊNIS;PRACA;AMADEO LORENZATO;125.0;;PILAR; ;POINT (607617.22 7788203.45);
1814;PRAÇA AMADEO LORENZATO (QPol);;QUADRA POLIESPORTIVA;PRACA;AMADEO LORENZATO;145.0;;PILAR; ;POINT (607670.56 7788151.75);
1244;CONJUNTO ITAIPU;;QUADRA POLIESPORTIVA;RUA;A;140.0;;ITAIPU; ;POINT (599412.28 7789325.09);
2805;QUADRA DA RUA ONZE DE SETEMBRO;;QUADRA DE FUTSAL;RUA;ONZE DE SETEMBRO;220.0;;LEONINA; ;POINT (608556.86 7793312.30);
1342;PARQUE JUSCELINO KUBITSCHEK;BEAT SOCCER;CAMPO DE FUTEBOL SOCIETY;RUA;PROFESSOR MELLO CANCADO;282.0;;SION; ;POINT (612024.56 7792657.15);
1332;PARQUE MARCUS PEREIRA DE MELLO;;QUADRA DE FUTSAL;RUA;DOUTOR JOSE OLIMPIO BORGES;120.0;;NOVO SÃO LUCAS; ;POINT (613566.93 7795958.81);
1337;SANTA LÚCIA CFII;;CAMPO DE FUTEBOL;AVENIDA;ARTUR BERNARDES;3551.0;;SANTA LÚCIA; ;POINT (610303.84 7793494.44);
1338;SANTA LÚCIA (QPol);;QUADRA POLIESPORTIVA;AVENIDA;ARTUR BERNARDES;2801.0;;SANTA LÚCIA; ;POINT (610268.83 7793312.83);
1339;SANTA LÚCIA CFI;;CAMPO DE FUTEBOL;AVENIDA;ARTUR BERNARDES;3501.0;;SANTA LÚCIA; ;POINT (610284.62 7793389.22);
1242;MONTE AZUL;;CAMPO DE FUTEBOL;RUA;CIBIPURUNA;653.0;;MONTE AZUL; ;POINT (615853.15 7808798.50);
1238;SÃO JOSÉ;;QUADRA POLIESPORTIVA;RUA;URUCANIA;84.0;;JARDIM SÃO JOSÉ; ;POINT (605472.74 7798797.34);
1544;ACADEMIA DO PARQUE ECOLÓGICO NOSSA SENHORA DA PIED;;ACADEMIA A CÉU ABERTO;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612389.65 7805024.00);
1945;PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE (QPol1);;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612374.41 7805004.87);
1946;PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE (QPol2);;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612394.76 7805007.63);
1947;PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE (QPol3);;QUADRA POLIESPORTIVA;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612413.49 7805010.08);
1948;PARQUE ECOLÓGICO NOSSA SENHORA DA PIEDADE (PS);;PISTA DE SKATE;RUA;RUBENS DE SOUZA PIMENTEL;750.0;;MINASLÂNDIA; ;POINT (612365.62 7805045.24);
1283;PRAÇA FRANCISCO BARRETO;;QUADRA RECREATIVA;RUA;AMINTAS DE BARROS;185.0;;CAMPO ALEGRE; ;POINT (610278.40 7806753.56);
1343;PRAÇA DA ECOLOGIA;;QUADRA POLIESPORTIVA;AVENIDA;DJALMA VIEIRA CRISTO;901.0;;VALE DO JATOBÁ; ;POINT (600409.35 7787337.31);
2705;CENTRO CULTURAL VILA FÁTIMA;;QUADRA POLIESPORTIVA;RUA;SAO MIGUEL ARCANJO;215.0;;NOSSA SENHORA DE FÁTIMA; ;POINT (614816.52 7795689.79);
1247;NOVA GRANADA (CFS);ARENA MORRO DAS PEDRAS - C, PARQUE DO LIXÃO - C;CAMPO DE FUTEBOL SOCIETY;BECO;CENTRAL;138.0;;SÃO JORGE III; ;POINT (608447.97 7793871.26);
1949;AVENIDA SARAMENHA (QF);;QUADRA DE FUTSAL;PRACA;JORGE ALVES;33.0;;GUARANI; ;POINT (611960.19 7805565.08);
1950;AVENIDA SARAMENHA (QP);;QUADRA DE PETECA;PRACA;JORGE ALVES;33.0;;GUARANI; ;POINT (611970.03 7805556.51);
1981;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (QPol1);GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604652.04 7800062.88);
1982;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (QPol2);GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604678.11 7800053.19);
1983;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (CFS);GCAM;CAMPO DE FUTEBOL SOCIETY;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604669.02 7800076.63);
1984;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (PS);GCAM;PISTA DE SKATE;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604703.90 7800055.20);
1379;ACADEMIA DO PARQUE ECOLÓGICO VENCESLI FIRMINO DA S;;ACADEMIA A CÉU ABERTO;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604700.91 7800042.34);
2161;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (QAPo1);GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604638.91 7800088.79);
2162;PARQUE ECOLÓGICO VENCESLI FIRMINO DA SILVA (QAPo2);GCAM;QUADRA POLIESPORTIVA;RUA;DOS AGRONOMOS;285.0;;ALÍPIO DE MELO; ;POINT (604628.77 7800091.89);
1562;ACADEMIA DO PARQUE ECOLÓGICO PEDRO MACHADO;;ACADEMIA A CÉU ABERTO;RUA;GILKA MACHADO;150.0;;SANTA MARIA; ;POINT (603467.96 7795067.83);
1635;ACADEMIA DO PARQUE ESTRELA DALVA;;ACADEMIA A CÉU ABERTO;AVENIDA;COSTA DO MARFIM;400.0;;HAVAÍ; ;POINT (607749.52 7792273.07);
2767;CRAS HAVAÍ-VENTOSA;;QUADRA POLIESPORTIVA;AVENIDA;COSTA DO MARFIM;480.0;;HAVAÍ; ;POINT (607705.09 7792221.83);
1914;ESTÁDIO JANUÁRIO LAURINDO CARNEIRO (CF);SANTA CRUZ;CAMPO DE FUTEBOL;RUA;DO CONTORNO;100.0;;PALMARES; ;POINT (610879.14 7802388.43);
1321;LUIZA ANTÔNIA PEREIRA;GINÁSIO DO JARDIM VITÓRIA;GINÁSIO;RUA;HENRIQUETA LISBOA;150.0;;VITÓRIA; ;POINT (617056.19 7803654.01);
1412;ACADEMIA DO GINÁSIO LUIZA ANTÔNIA PEREIRA;;ACADEMIA A CÉU ABERTO;RUA;HENRIQUETA LISBOA;150.0;;VITÓRIA; ;POINT (617042.21 7803681.63);
1500;ACADEMIA DO CEVAE FAZENDINHA;;ACADEMIA A CÉU ABERTO;RUA;ENEIDA;1485.0;;COQUEIROS; ;POINT (602261.0 7799455.0);
1275;ADELINA DE CASTRO MARQUES;FUNDO DA COLINA, PATROCINENSE;CAMPO DE FUTEBOL;RUA;MOGNO;77.0;;CABANA DO PAI TOMÁS; ;POINT (604931.49 7794115.27);
1953;PARQUE ECOLÓGICO PEDRO MACHADO (QPol);;QUADRA POLIESPORTIVA;RUA;CASTRO MENEZES;110.0;;SANTA MARIA; ;POINT (603416.61 7795088.58);
1954;PARQUE ECOLÓGICO PEDRO MACHADO (QP);;QUADRA DE PETECA;RUA;CASTRO MENEZES;110.0;;SANTA MARIA; ;POINT (603434.05 7795085.35);
1296;BURACO DO PERU;VILA SÃO FRANCISCO DAS CHAGAS;QUADRA POLIESPORTIVA;BECO;FREI MARIANO;79.0;;SÃO FRANCISCO DAS CHAGAS; ;POINT (608764.96 7797811.43);
1250;MONTE NEGRO;CONJUNTO DIAMANTE, CIGANOS;CAMPO DE FUTEBOL;RUA;NOVECENTOS E UM;55.0;;LAGOA; ;POINT (604765.62 7808765.60);
1670;ACADEMIA DO COMPLEXO ESPORTIVO JOSÉ CALEGÁRIO DE C;;ACADEMIA A CÉU ABERTO;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603245.0 7787467.0);
1820;JOSÉ CALEGÁRIO DE CRISTO (CF);URUCUIA, WESPERANÇA;CAMPO DE FUTEBOL;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603193.71 7787514.22);
1824;JOSÉ CALEGÁRIO DE CRISTO (QPolCoberta);URUCUIA, WESPERANÇA;QUADRA POLIESPORTIVA;RUA;ULISSES SURETTE;386.0;;NOVO SANTA CECÍLIA; ;POINT (603219.87 7787460.04);
1274;CAMARGOS;;QUADRA POLIESPORTIVA;RUA;PADRE TIAGO DE ALMEIDA;237.0;;CAMARGOS; ;POINT (602276.15 7794917.52);
1253;MORADA DO SOL;BURACÃO;CAMPO DE FUTEBOL SOCIETY;RUA;QUINTA DA BOA VISTA;241.0;;LAGOA; ;POINT (604711.07 7809686.46);
1230;LAJEDO;;CAMPO DE FUTEBOL SOCIETY;AVENIDA;DESEMBARGADOR CANDIDO DE OLIVEIRA;600.0;;LAJEDO; ;POINT (613901.38 7806553.82);
1223;PRAÇA TÚNEL DA LAGOINHA;;PISTA DE SKATE;PRACA;TUNEL DA ALAGOINHA;10.0;;COLÉGIO BATISTA; ;POINT (611091.33 7798145.75);
1229;RUA SERRA NEGRA;;QUADRA POLIESPORTIVA;TRAVESSA;JOSE LAERTE;23.0;;PEDREIRA PRADO LOPES; ;POINT (609829.83 7799066.75);
1880;CONSTELAÇÃO (QPol);JOÃO NEIVA;QUADRA POLIESPORTIVA;RUA;JOAO ANTONIO;115.0;;MARIANO DE ABREU; ;POINT (616048.25 7799621.45);
1881;CONSTELAÇÃO (CFS);JOÃO NEIVA;CAMPO DE FUTEBOL SOCIETY;RUA;JOAO ANTONIO;115.0;;MARIANO DE ABREU; ;POINT (616020.66 7799616.28);
1868;PRAÇA DO CAFEZAL (PS);;PISTA DE SKATE;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613769.43 7795263.02);
1869;PRAÇA DO CAFEZAL;;CAMPO DE FUTEBOL SOCIETY;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613793.15 7795238.65);
1765;ACADEMIA DA PRAÇA DE ESPORTE VILA CAFEZAL;;ACADEMIA A CÉU ABERTO;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613919.0 7795252.0);
2288;PRAÇA DO CAFEZAL;;CAMPO DE FUTEBOL SOCIETY;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613814.92 7795241.31);
1870;PRAÇA DO CAFEZAL (QF);;QUADRA POLIESPORTIVA;VIA DE PEDESTRE;QUATRO MIL SETECENTOS E VINTE E TRES;50.0;;SANTANA DO CAFEZAL; ;POINT (613826.18 7795245.42);
2845;CAMPO DE FUTEBOL TÚNEL-CAMARÕES;;CAMPO DE FUTEBOL;RUA;MARLY PASSOS;;;TÚNEL DE IBIRITÉ;"ESQUINA RUA MARLY PASSOS
E RUA FRANCISCO JONAS SANTANA";POINT (599575.55 7789971.34);
2846;CAMPO DE FUTEBOL SOCIETY TÚNEL-CAMARÕES;;CAMPO DE FUTEBOL SOCIETY;RUA;MARLY PASSOS;;;TÚNEL DE IBIRITÉ;"ESQUINA RUA MARLY PASSOS
E RUA FRANCISCO JONAS SANTANA";POINT (599504.44 7790073.82);
2847;QUADRA1 TÚNEL-CAMARÕES;;QUADRA POLIESPORTIVA;RUA;MARLY PASSOS;;;TIROL;ESQUINA RUA FRANCISCO JONAS SANTANA COM RUA MARLY PASSOS;POINT (600309.53 7790123.61);
2848;QUADRA2 TÚNEL-CAMARÕES;;QUADRA POLIESPORTIVA;RUA;MARLY PASSOS;;;TIROL;ESQUINA RUA FRANCISCO JONAS SANTANA COM RUA MARLY PASSOS;POINT (600308.11 7790170.62);
2849;ACADEMIA DA RUA RADIALISTA AFONSO DE CASTRO;;ACADEMIA A CÉU ABERTO;RUA;MARLY PASSOS;;;TÚNEL DE IBIRITÉ;PRÓXIMO AO INICIO DA RUA AGUAS DE LIDOIA;POINT (599503.67 7790103.11);
2850;ACADEMIA DA RUA MARLY PASSOS;;ACADEMIA A CÉU ABERTO;RUA;MARLY PASSOS;;;TÚNEL DE IBIRITÉ;ESQUINA RUA SABINO JOSE FERREIRA;POINT (599774.65 7790005.67);
2851;ACADEMIA DA AVENIDA SANITÁRIA;;ACADEMIA A CÉU ABERTO;RUA;MARLY PASSOS;;;TIROL;ESQUINA ALAMEDA DOS ANJOS;POINT (600318.35 7790064.80);
1675;ACADEMIA DA RUA FRANCISCO JONAS SANTANA;;ACADEMIA A CÉU ABERTO;RUA;FRANCISCO JONAS SANTANA;;;ITAIPU;ESQUINA RUA ATALIBA DE MAGALHÃES PASSOS;POINT (599540.67 7789789.62);
1623;ACADEMIA DA PRAÇA SANTA CATARINA LABOURÉ;;ACADEMIA A CÉU ABERTO;PRACA;SANTA CATARINA LABOURE;;;DONA CLARA;ENTRE RUAS ANA VAZ DE MELO E IRMÃ EUFÊMIA;POINT (610336.74 7803885.92);
1288;URCA;PRAÇA ANTÔNIO RIBEIRO DE ABREU;QUADRA POLIESPORTIVA;RUA;MARCOS DONATO DE LIMA;;;RIBEIRO DE ABREU;ESQUINA RUA MONTE SION;POINT (614976.71 7808210.67);
1599;ACADEMIA DA RUA EWERTON CAMARGOS GAZOLLA;;ACADEMIA A CÉU ABERTO;RUA;EWERTON CAMARGOS GAZOLLA;;;RIBEIRO DE ABREU;ESQUINA RUA MARCOS DONATO DE LIMA;POINT (614922.30 7808159.00);
1757;ACADEMIA DA PRAÇA SERGIO LUIZ GONCALVES;;ACADEMIA A CÉU ABERTO;PRACA;SERGIO LUIZ GONCALVES;;;;ENTRE AVENIDAS PERIMETRAL E AVENIDA WARLEY APARECIDO MARTINS;POINT (602385.19 7787433.37);
2711;PRAÇA CHE GUEVARA;;PISTA DE SKATE;RUA;ANTAO GONCALVES;;;CONJUNTO TAQUARIL;EM FRENTE AO NUMERO 230;POINT (617102.63 7796918.04);
1651;ACADEMIA DA PRAÇA CHORINHO;;ACADEMIA A CÉU ABERTO;PRACA;CHORINHO;;;SANTA MÔNICA;ESQUINA AVENIDA DEPUTADO ANUAR MENHEN E RUA DOUTOR ÁLVARO CAMARGOS;POINT (607696.45 7807003.30);
1686;ACADEMIA DO CENTRO CULTURAL VILA SANTA RITA;;ACADEMIA A CÉU ABERTO;RUA;ANA RAFAEL DOS SANTOS;;;SANTA RITA;PRÓXIMO AO CENTRO CULTURAL VILA SANTA RITA;POINT (601416.0 7787236.0);
1653;ACADEMIA DA PRAÇA DOUTOR CELESTINO MARRA;;ACADEMIA A CÉU ABERTO;PRACA;DOUTOR CELESTINO MARRA;;;SANTA AMÉLIA;ESQUINA AVENIDAS GUARAPARI E PORTUGAL;POINT (607106.15 7805291.55);
1640;ACADEMIA DA RUA SÃO JOSÉ;;ACADEMIA A CÉU ABERTO;RUA;SAO JOSE;;;VILA ANTENA;ESQUINA RUA PRINCIPAL;POINT (608637.66 7793780.55);
1380;ACADEMIA DA PRAÇA JARDIM SÃO JOSÉ;;ACADEMIA A CÉU ABERTO;PRACA;JARDIM SAO JOSE;;;MANACÁS;ENTRE AVENIDA JOÃO XXIII E RUA CRISTIANO PEREIRA SALGADO;POINT (605061.97 7799253.91);
1515;ACADEMIA DA PRAÇA INCONFIDÊNCIA MINEIRA;;ACADEMIA A CÉU ABERTO;PRACA;INCONFIDENCIA MINEIRA;;;CONCÓRDIA;ENTRE RUAS IÇÁ E PARU;POINT (611176.47 7799724.02);
1501;ACADEMIA DA AVENIDA BRIGADEIRO EDUARDO GOMES;;ACADEMIA A CÉU ABERTO;AVENIDA;BRIGADEIRO EDUARDO GOMES;;;GLÓRIA;ESQUINA RUA SIDERÓPOLIS;POINT (604027.09 7798977.61);
1560;ACADEMIA DA PRAÇA PROFESSOR BORGES DA COSTA;;ACADEMIA A CÉU ABERTO;PRACA;PROFESSOR BORGES DA COSTA;;;PRADO;ESQUINA RUAS CUIABÁ E SERTÕES;POINT (608948.83 7796098.54);
1601;ACADEMIA DA PRAÇA CÂNDIDO PORTINARI;;ACADEMIA A CÉU ABERTO;PRACA;CANDIDO PORTINARI;;;TUPI A;ESQUINA RUAS LASAR SEGAL E OTÁVIO TARQUINIO DE SOUZA;POINT (612790.0 7805848.0);
1559;ACADEMIA DA PRAÇA DOUTOR CARLOS MARQUES;;ACADEMIA A CÉU ABERTO;PRACA;DOUTOR CARLOS MARQUES;;;CALAFATE;ESQUINA RUAS MONSENHOR HORTA E OESTE;POINT (607931.0 7796619.76);
1737;ACADEMIA DA PRAÇA DUQUE DE CAXIAS;;ACADEMIA A CÉU ABERTO;PRACA;DUQUE DE CAXIAS;;;SANTA TEREZA;ENTRE RUAS ADAMINA E ESTRELA DO SUL;POINT (613250.23 7797476.33);
1650;ACADEMIA DA RUA EPHIGÊNIO SALLES VICTOR;;ACADEMIA A CÉU ABERTO;RUA;EPHIGENIO SALLES VICTOR;;;MADRE GERTRUDES;ESQUINA RUA ANDRADE;POINT (603814.62 7793809.37);
1749;ACADEMIA DO PARQUE JUSCELINO KUBITSCHEK;;ACADEMIA A CÉU ABERTO;RUA;ENGENHEIRO CAETANO LOPES;;;SION;ESQUINA AVENIDA DOS BANDEIRANTES;POINT (611903.13 7792788.03);
1460;ACADEMIA DA PRAÇA SENHOR CHIQUINHO;;ACADEMIA A CÉU ABERTO;RUA;FERNAO DIAS;;;ALTO VERA CRUZ;ESQUINA RUA ASTOLFO DUTRA;POINT (615989.55 7798421.27);
2428;CAMPO DO SÃO LUIZ;;CAMPO DE FUTEBOL;RUA;JOAO PAULO II;;;;ESQUINA COM BECO FRANCISCO NUNES;POINT (607623.37 7793402.48);
1499;ACADEMIA DA RUA LEOPOLDO BIAN;;ACADEMIA A CÉU ABERTO;RUA;LEOPOLDO BIAN;;;CONJUNTO CALIFÓRNIA II;ESQUINA RUAS CLEMENTE NASCIMENTO PIRES E PATRÍCIO BARBOSA;POINT (603275.69 7797135.44);
1488;ACADEMIA DA TRINCHEIRA CELSO MELLO DE AZEVEDO;;ACADEMIA A CÉU ABERTO;TRINCHEIRA;CELSO MELLO DE AZEVEDO;;;NOVA CACHOEIRINHA;;POINT (609754.0 7800875.0);
